,Num,Customer,FAB,EQPID,S/N
30,530,Samsung,통합E/F,BPPD 10,726708
31,531,Samsung,통합E/F,BPPD 11,725409
32,532,Samsung,통합E/F,BPPD 13,715376
33,533,Samsung,CF-LINE,**,9290697
34,534,Samsung,CF-LINE,**,716851
35,535,Samsung,CF-LINE,**,9232785
36,536,Samsung,CF-LINE,**,9242801
37,537,Samsung,CF-LINE,**,9211935
38,538,Samsung,CF-LINE,**,9290826
39,539,Samsung,CF-LINE,**,9290631
40,540,Samsung,CF-LINE,**,9212057
41,541,Samsung,CF-LINE,**,9290609
42,542,Samsung,CF-LINE,**,9201786
43,543,Samsung,CF-LINE,**,9290630
44,544,Samsung,CF-LINE,**,9290699
45,545,Samsung,CF-LINE,**,9232658
46,546,Samsung,CF-LINE,**,9290580
47,547,Samsung,CF-LINE,**,7191250
48,548,Samsung,CF-LINE,**,9232760
49,549,Samsung,CF-LINE,**,7191249
50,550,Samsung,CF-LINE,**,9273301
1,551,Samsung,CF-LINE,**,7191248
2,552,Samsung,CF-LINE,**,7131368
3,553,Samsung,CF-LINE,**,9290610
4,554,Samsung,CF-LINE,**,9253072
5,555,Samsung,CF-LINE,**,9201670
6,556,Samsung,CF-LINE,PCC809,9201814
7,557,Samsung,CF-LINE,PCC811,9270082
8,558,Samsung,CF-LINE,PCC812,9200967
9,559,Samsung,CF-LINE,PDC810,9201159
10,560,Samsung,CF-LINE,PDC811,9212159
11,561,Samsung,CF-LINE,PDC812,9212362
12,562,Samsung,CF-LINE,PDC813,9212028
13,563,Samsung,CF-LINE,PDC816,9270064
14,564,Samsung,CF-LINE,PDC817,9270065
15,565,Samsung,CF-LINE,PSC805,9232740
16,566,Samsung,CF-LINE,PSC806,9201671
17,567,Samsung,CF-LINE,PSD 923,9290696
18,568,Samsung,L5,PCO4T01,E181798
19,569,Samsung,L5,PDE4T01,E181782
20,570,Samsung,L5,PVCOL01,E181343
21,571,Samsung,L5,PVCOL02,E151695
22,572,Samsung,L5,PVCOL03,E171761
23,573,Samsung,L5,PVCOL04,E171775
24,574,Samsung,L5,PVCOL05,E181781
25,575,Samsung,M-LINE,PSC801,715555
26,576,Samsung,NRD-V-LINE,PTA601,Z201473
27,577,Samsung,NRD-V-LINE,PTE612,Z211635
28,578,Samsung,NRD-V-LINE,PTH603,V120418
29,579,Samsung,NRD-V-LINE,TTG601,J181809
30,580,Samsung,P1-1-LINE(3F),PTIP3L1,G271279
31,581,Samsung,P1-1-LINE(3F),PTYP3H5,Z170581
32,582,Samsung,P1-2-LINE(7F),PTEP7D1,E271777
33,583,Samsung,P1-2-LINE(7F),PTEP7D2,E281780
34,584,Samsung,P1-2-LINE(7F),PTPP7C1,E171776
35,585,Samsung,P1-2-LINE(7F),PTPP7C2,E181788
36,586,Samsung,P1-3-LINE(7F),PTAP822,V181106
37,587,Samsung,P1-3-LINE(7F),PTAP834,Z180854
38,588,Samsung,P1-3-LINE(7F),PTAP835,V181230
39,589,Samsung,P1-3-LINE(7F),PTEP814,E281813
40,590,Samsung,P1-3-LINE(7F),PTEP8D3,E281790
41,591,Samsung,P1-3-LINE(7F),PTHP807,Z180774
42,592,Samsung,P1-3-LINE(7F),PTHP808,Z180754
43,593,Samsung,P1-3-LINE(7F),PTHP809,Z180772
44,594,Samsung,P1-3-LINE(7F),PTHP811,V181107
45,595,Samsung,P1-3-LINE(7F),PTHP812,V181108
46,596,Samsung,P1-3-LINE(7F),PTHP817,G370991
47,597,Samsung,P1-3-LINE(7F),PTHP830,V181155
48,598,Samsung,P1-3-LINE(7F),PTHP831,V181111
49,599,Samsung,P1-3-LINE(7F),PTHP854,Z180773
50,600,Samsung,P1-3-LINE(7F),PTHP858,V181112
1,601,Samsung,P1-3-LINE(7F),PTHP859,Z180734
2,602,Samsung,P1-3-LINE(7F),PTPP812,E181797
3,603,Samsung,P1-3-LINE(7F),PTPP8C4,E181779
4,604,Samsung,P1-3-LINE(7F),PTVP837,Z180749
5,605,Samsung,P1-3-LINE(7F),PTVP838,Z180731
6,606,Samsung,P1-3-LINE(7F),PTVP839,Z180752
7,607,Samsung,P1-3-LINE(7F),PTVP845,Z180732
8,608,Samsung,P1-3-LINE(7F),PTVP846,Z180751
9,609,Samsung,P1-3-LINE(7F),PTVP847,Z180785
10,610,Samsung,P1-3-LINE(7F),PTYP820,Z180728
11,611,Samsung,P1-3-LINE(7F),PTYP821,Z180733
12,612,Samsung,P1-3-LINE(7F),PTYP8H4,Z180724
13,613,Samsung,P1-3-LINE(7F),PTYP8H5,Z180642
14,614,Samsung,P1-3-LINE(7F),TTZP801,J181787
15,615,Samsung,P1-3-LINE(7F),TTZP802,J181791
16,616,Samsung,P1-3-LINE(7F),TTZP803,J181799
17,617,Samsung,P1-3-LINE(7F),TTZP804,J181803
18,618,Samsung,P1D-LINE(7F),PTAP844,Z101340
19,619,Samsung,P1D-LINE(7F),PTHP852,Z101315
20,620,Samsung,P1D-LINE(7F),PTHP856,Z180873
21,621,Samsung,P1D-LINE(7F),PTVP821,V110240
22,622,Samsung,P1D-LINE(7F),PTVP827,Z180678
23,623,Samsung,P1D-LINE(7F),PTVP828,Z180683
24,624,Samsung,P1D-LINE(7F),PTVP833,Z180638
25,625,Samsung,P1D-LINE(7F),PTVP834,Z180639
26,626,Samsung,P1D-LINE(7F),PTVP836,Z180705
27,627,Samsung,P1D-LINE(7F),PTVP840,Z101246
28,628,Samsung,P1D-LINE(7F),PTVP841,Z111660
29,629,Samsung,P1D-LINE(7F),PTVP849,Z101292
30,630,Samsung,P1D-LINE(7F),PTVP853,V100069
31,631,Samsung,P1D-LINE(7F),TTZP811,K180056
32,632,Samsung,P1F-LINE(3F),PTAP309,N160784
33,633,Samsung,P1F-LINE(3F),PTAP334,V100105
34,634,Samsung,P1F-LINE(3F),PTAP338,V171081
35,635,Samsung,P1F-LINE(3F),PTHP304,V181110
36,636,Samsung,P1F-LINE(3F),PTHP305,V181153
37,637,Samsung,P1F-LINE(3F),PTHP313,V170971
38,638,Samsung,P1F-LINE(3F),PTHP314,V170972
39,639,Samsung,P1F-LINE(3F),PTHP315,V160958
40,640,Samsung,P1F-LINE(3F),PTHP316,V160953
41,641,Samsung,P1F-LINE(3F),PTHP317,V170992
42,642,Samsung,P1F-LINE(3F),PTHP318,V171011
43,643,Samsung,P1F-LINE(3F),PTHP319,V170989
44,644,Samsung,P1F-LINE(3F),PTHP321,V171025
45,645,Samsung,P1F-LINE(3F),PTHP322,V171034
46,646,Samsung,P1F-LINE(3F),PTHP326,V171012
47,647,Samsung,P1F-LINE(3F),PTHP327,V171066
48,648,Samsung,P1F-LINE(3F),PTHP328,V171074
49,649,Samsung,P1F-LINE(3F),PTHP329,V171033
50,650,Samsung,P1F-LINE(3F),PTVP301,Z240142
1,651,Samsung,P1F-LINE(3F),PTVP302,Z130088
2,652,Samsung,P1F-LINE(3F),PTVP306,V100054
3,653,Samsung,P1F-LINE(3F),PTVP307,N180166
4,654,Samsung,P1F-LINE(3F),PTVP308,N180197
5,655,Samsung,P1F-LINE(3F),PTVP332,Z230139
6,656,Samsung,P1F-LINE(3F),PTVP333,Z230098
7,657,Samsung,P1F-LINE(3F),PTVP335,N100381
8,658,Samsung,P1F-LINE(3F),PTVP336,N180246
9,659,Samsung,P1F-LINE(3F),PTVP337,N180151
10,660,Samsung,P1F-LINE(3F),PTVP340,Z170574
11,661,Samsung,P1F-LINE(3F),PTVP341,Z130083
12,662,Samsung,P1F-LINE(7F),PTAP719,V171102
13,663,Samsung,P1F-LINE(7F),PTHP701,V171093
14,664,Samsung,P1F-LINE(7F),PTHP702,V171103
15,665,Samsung,P1F-LINE(7F),PTHP703,V181156
16,666,Samsung,P1F-LINE(7F),PTHP705,V171094
17,667,Samsung,P1F-LINE(7F),PTHP706,V171104
18,668,Samsung,P1F-LINE(7F),PTHP707,Z180861
19,669,Samsung,P1F-LINE(7F),PTHP709,N100388
20,670,Samsung,P1F-LINE(7F),PTHP710,N110519
21,671,Samsung,P1F-LINE(7F),PTHP713,V130529
22,672,Samsung,P1F-LINE(7F),PTHP723,Z101259
23,673,Samsung,P1F-LINE(7F),PTHP726,V110250
24,674,Samsung,P1F-LINE(7F),PTVP720,V110267
25,675,Samsung,P1F-LINE(7F),PTVP724,V110177
26,676,Samsung,P1F-LINE(7F),PTVP725,V110132
27,677,Samsung,P1F-LINE(7F),PTVP729,Z170621
28,678,Samsung,P1F-LINE(7F),PTVP730,Z170637
29,679,Samsung,P1F-LINE(7F),PTVP731,Z180756
30,680,Samsung,P1F-LINE(7F),PTVP735,Z240203
31,681,Samsung,P1-LINE(3F),**,FWT0022
32,682,Samsung,P1-LINE(3F),**,FWT0023
33,683,Samsung,P1-LINE(3F),PTEP3D1,E261745
34,684,Samsung,P1-LINE(3F),PTEP3D2,E271746
35,685,Samsung,P1-LINE(3F),PTEP3D3,E271773
36,686,Samsung,P1-LINE(3F),PTPP3C1,E161744
37,687,Samsung,P1-LINE(3F),PTPP3C2,E171747
38,688,Samsung,P1-LINE(3F),PTPP3C3,E171767
39,689,Samsung,P1-LINE(3F),PTVP303,Z160486
40,690,Samsung,P2D-LINE(7F),**,FWT0038
41,691,Samsung,P2D-LINE(7F),**,FWT0037
42,692,Samsung,P2D-LINE(7F),PTAB723,Z101363
43,693,Samsung,P2D-LINE(7F),PTAB727,Z101400
44,694,Samsung,P2D-LINE(7F),PTAB828,Z111684
45,695,Samsung,P2D-LINE(7F),PTAB829,Z111742
46,696,Samsung,P2D-LINE(7F),PTEB767,E201816
47,697,Samsung,P2D-LINE(7F),PTEBW01,E181802
48,698,Samsung,P2D-LINE(7F),PTEBW02,E181808
49,699,Samsung,P2D-LINE(7F),PTEBW11,E181829
50,700,Samsung,P2D-LINE(7F),PTHB710,Z100810
1,701,Samsung,P2D-LINE(7F),PTHB711,Z101365
2,702,Samsung,P2D-LINE(7F),PTHB712,Z100819
3,703,Samsung,P2D-LINE(7F),PTHB713,Z101360
4,704,Samsung,P2D-LINE(7F),PTHB714,Z101318
5,705,Samsung,P2D-LINE(7F),PTHB719,Z101366
6,706,Samsung,P2D-LINE(7F),PTHB720,Z101317
7,707,Samsung,P2D-LINE(7F),PTHB836,Z101383
8,708,Samsung,P2D-LINE(7F),PTPB765,E191815
9,709,Samsung,P2D-LINE(7F),PTPBW03,E281824
10,710,Samsung,P2D-LINE(7F),PTPBW04,E281801
11,711,Samsung,P2D-LINE(7F),PTPBW05,E281807
12,712,Samsung,P2D-LINE(7F),PTQB769,K100100
13,713,Samsung,P2D-LINE(7F),PTQBW15,K100104
14,714,Samsung,P2D-LINE(7F),PTVB701,Z120034
15,715,Samsung,P2D-LINE(7F),PTVB702,Z101248
16,716,Samsung,P2D-LINE(7F),PTVB728,Z240148
17,717,Samsung,P2D-LINE(7F),PTVB729,Z101359
18,718,Samsung,P2D-LINE(7F),PTVB730,Z100794
19,719,Samsung,P2D-LINE(7F),PTVB731,Z101408
20,720,Samsung,P2D-LINE(7F),PTVB734,Z100855
21,721,Samsung,P2D-LINE(7F),PTVB735,Z101341
22,722,Samsung,P2D-LINE(7F),PTVB736,Z101256
23,723,Samsung,P2D-LINE(7F),PTVB754,Z101477
24,724,Samsung,P2D-LINE(7F),PTVB821,Z111676
25,725,Samsung,P2D-LINE(7F),PTVB822,Z111692
26,726,Samsung,P2D-LINE(7F),PTVB825,Z111777
27,727,Samsung,P2D-LINE(7F),PTYB741,Z100742
28,728,Samsung,P2D-LINE(7F),PTYB743,Z100787
29,729,Samsung,P2D-LINE(7F),TTZB701,K100092
30,730,Samsung,P2D-LINE(7F),TTZB702,K100099
31,731,Samsung,P2D-LINE(7F),TTZB703,K100102
32,732,Samsung,P2D-LINE(7F),TTZB801,K110117
33,733,Samsung,P2F-LINE(3F),PTAB301,Z101441
34,734,Samsung,P2F-LINE(3F),PTHB313,Z111682
35,735,Samsung,P2F-LINE(3F),PTHB314,Z101442
36,736,Samsung,P2F-LINE(3F),PTHB315,Z101545
37,737,Samsung,P2F-LINE(3F),PTQB3M1,K100106
38,738,Samsung,P2F-LINE(3F),PTVB325,Z240219
39,739,Samsung,P2F-LINE(3F),PTVB326,Z111627
40,740,Samsung,P2F-LINE(3F),PTVB327,Z111714
41,741,Samsung,RS-LINE,**,8181616
42,742,Samsung,RS-LINE,KPCO05,Q190091
43,743,Samsung,RS-LINE,KPDE05,Q190089
44,744,Samsung,RS-LINE,RPTT-13,E240852
45,745,Samsung,RS-LINE,SPTT-06,9290549
46,746,Samsung,RS-LINE,SPTT-08,9212230
47,747,Samsung,RS-LINE,SPTT-09,9212366
48,748,Samsung,RS-LINE,SPTT-11,9222650
49,749,Samsung,RT-LINE,SOD,9111912
50,750,Samsung,S1B-LINE,**,FWTJ018
1,751,Samsung,S1B-LINE,PAPC01,E111551
2,752,Samsung,S1B-LINE,PAPC02,E111562
3,753,Samsung,S1B-LINE,PAPD01,E211550
4,754,Samsung,S1B-LINE,PAPD02,E111563
5,755,Samsung,S1B-LINE,PUSH09,N150743
6,756,Samsung,S1B-LINE,PUSP01,V110252
7,757,Samsung,S1B-LINE,PUSP02,V110283
8,758,Samsung,S1B-LINE,PUSP03,V120339
9,759,Samsung,S1B-LINE,PUSP05,V110245
10,760,Samsung,S1B-LINE,PUSP09,Z250256
11,761,Samsung,S1B-LINE,PUSP10,V110285
12,762,Samsung,S1B-LINE,PUSP11,V110301
13,763,Samsung,S1B-LINE,PUSP12,G250331
14,764,Samsung,S1B-LINE,PUSP16,N110540
15,765,Samsung,S1B-LINE,PUSP17,Z201245
16,766,Samsung,S1B-LINE,PUSP18,Z201269
17,767,Samsung,S1B-LINE,PUSP19,Z211474
18,768,Samsung,S1C-LINE,PSSP01,V110296
19,769,Samsung,S1C-LINE,PSSP02,N100350
20,770,Samsung,S1C-LINE,PSSP03,V120315
21,771,Samsung,S1C-LINE,PSSP04,V110259
22,772,Samsung,S1C-LINE,PSSP05,V110284
23,773,Samsung,S1C-LINE,PSSP06,V110221
24,774,Samsung,S1C-LINE,PSSP08,V110305
25,775,Samsung,S1C-LINE,PSSP11,Z230085
26,776,Samsung,S1C-LINE,PSSP12,V110220
27,777,Samsung,S1C-LINE,PSSP15,V110291
28,778,Samsung,S1C-LINE,PSSP16,V110292
29,779,Samsung,S1C-LINE,PSSP17,V110261
30,780,Samsung,S1C-LINE,PSSP18,V120321
31,781,Samsung,S1C-LINE,PSSP19,V110297
32,782,Samsung,S1C-LINE,PSSP20,V181237
33,783,Samsung,S1C-LINE,PSSP21,V110287
34,784,Samsung,S1C-LINE,PSSP23,Z250294
35,785,Samsung,S1C-LINE,PSSP24,Z260503
36,786,Samsung,S1C-LINE,PSSP25,Z250229
37,787,Samsung,S1C-LINE,PSSP27,V100049
38,788,Samsung,S1-LINE,**,FWTJ017
39,789,Samsung,S1-LINE,CFTO02,J161710
40,790,Samsung,S1-LINE,PCSP26,G250197
41,791,Samsung,S1-LINE,PCSP27,Z250317
42,792,Samsung,S1-LINE,PCSP29,G260596
43,793,Samsung,S1-LINE,PCSP31,G271120
44,794,Samsung,S1-LINE,PEPC02,E261123
45,795,Samsung,S1-LINE,PFSP01,Z260360
46,796,Samsung,S1-LINE,PFSP03,G250483
47,797,Samsung,S1-LINE,PFSP06,G381287
48,798,Samsung,S1-LINE,PFSP07,G391430
49,799,Samsung,S1-LINE,PFSP08,V100042
50,800,Samsung,S1-LINE,PFSP09,V100057
1,801,Samsung,S1-LINE,PFSP11,G240090
2,802,Samsung,S1-LINE,PFSP12,G201449
3,803,Samsung,S1-LINE,PFSP13,V100059
4,804,Samsung,S1-LINE,PFSP14,G281311
5,805,Samsung,S1-LINE,PFSP15,Z240171
6,806,Samsung,S1-LINE,PFSP16,G240103
7,807,Samsung,S1-LINE,PFSP17,V100032
8,808,Samsung,S1-LINE,PFSP18,V100023
9,809,Samsung,S1-LINE,PFSP19,G281310
10,810,Samsung,S1-LINE,PFSP20,G240196
11,811,Samsung,S1-LINE,PFSP21,G250198
12,812,Samsung,S1-LINE,PFSP22,G250199
13,813,Samsung,S1-LINE,PFSP23,G260556
14,814,Samsung,S1-LINE,PFSP24,G270938
15,815,Samsung,S3-LINE,CSTZA01,J171760
16,816,Samsung,S3-LINE,PETPA01,E271762
17,817,Samsung,S3-LINE,PETPA02,E261124
18,818,Samsung,S3-LINE,PSTAA25,Z191072
19,819,Samsung,S3-LINE,PSTKA21,V171022
20,820,Samsung,S3-LINE,PSTKA22,V171023
21,821,Samsung,S3-LINE,PSTKA23,V171049
22,822,Samsung,S3-LINE,PSTKA24,V171065
23,823,Samsung,S3-LINE,PSTTA01,N170799
24,824,Samsung,S3-LINE,PSTWA01,Z270545
25,825,Samsung,S3-LINE,PSTWA03,Z270539
26,826,Samsung,S3-LINE,PSTWA05,Z270558
27,827,Samsung,S3-LINE,PSTWA06,Z270543
28,828,Samsung,S3-LINE,PSTWA07,Z270544
29,829,Samsung,S3-LINE,PSTWA09,Z270570
30,830,Samsung,S3-LINE,PSTWA10,Z280605
31,831,Samsung,S3-LINE,PSTWA11,Z291023
32,832,Samsung,S3-V-LINE,CSTZD01,J101814
33,833,Samsung,S3-V-LINE,PSTBD01,Z230084
34,834,Samsung,S3-V-LINE,PSTKD22,V101488
35,835,Samsung,S3-V-LINE,PSTKD23,V101500
36,836,Samsung,S3-V-LINE,PSTKD24,V101501
37,837,Samsung,S3-V-LINE,PSTWD01,Z201247
38,838,Samsung,S3-V-LINE,PSTWD02,Z201279
39,839,Samsung,S3-V-LINE,PSTWD03,Z201316
40,840,Samsung,S3-V-LINE,PSTWD04,Z201338
41,841,Samsung,S3-V-LINE,PSTWD05,Z201557
42,842,Samsung,S3-V-LINE,PSTWD06,Z211619
43,843,Samsung,S4-LINE,PSTKC02,V171071
44,844,Samsung,S4-LINE,PSTKC04,N170803
45,845,Samsung,S4-LINE,PSTKC05,N100356
46,846,Samsung,S4-LINE,PSTKC12,V191436
47,847,Samsung,S4-LINE,PSTKC17,G260848
48,848,Samsung,S4-LINE,PSTWC01,V110281
49,849,Samsung,S4-LINE,PSTWC03,V100089
50,850,Samsung,S4-LINE,PSTWC08,Z180839
1,851,Samsung,S4-LINE,PSTWC09,V110242
2,852,Samsung,S4-LINE,PSTWC10,Z250237
3,853,Samsung,S4-LINE,PSTWC13,N180168
4,854,Samsung,S4-LINE,PSTWC20,N180264
5,855,Samsung,S4-LINE,PSTWC22,V100112
6,856,Samsung,S5-LINE,CSTZF01,J101884
7,857,Samsung,S5-LINE,CSTZF02,J151669
8,858,Samsung,S5-LINE,PETPF01,E201881
9,859,Samsung,S5-LINE,PETPF02,E201882
10,860,Samsung,S5-LINE,PSTAF26,Z101525
11,861,Samsung,S5-LINE,PSTAF27,Z111612
12,862,Samsung,S5-LINE,PSTAF28,Z111652
13,863,Samsung,S5-LINE,PSTKF21,V101498
14,864,Samsung,S5-LINE,PSTKF22,V101532
15,865,Samsung,S5-LINE,PSTKF23,V111536
16,866,Samsung,S5-LINE,PSTKF24,V111540
17,867,Samsung,S5-LINE,PSTTF01,N100846
18,868,Samsung,S5-LINE,PSTWF01,Z201566
19,869,Samsung,S5-LINE,PSTWF02,Z201567
20,870,Samsung,S5-LINE,PSTWF03,Z211607
21,871,Samsung,S5-LINE,PSTWF04,Z211618
22,872,Samsung,S5-LINE,PSTWF08,Z201386
23,873,Samsung,S5-LINE,PSTWF09,Z201514
24,874,Samsung,SRD-LINE,**,FWT0000
25,875,Samsung,SRD-LINE,HPCOT1,Q170023
26,876,Samsung,SRD-LINE,HPCOT2,Q120042
27,877,Samsung,SRD-LINE,HPCOT3,Q160071
28,878,Samsung,SRD-LINE,HPCOT4,Q190085
29,879,Samsung,SRD-LINE,HPDEV1,Q170024
30,880,Samsung,SRD-LINE,HPDEV2,Q120041
31,881,Samsung,SRD-LINE,HPDEV3,Q180077
32,882,Samsung,SRD-LINE,HPDEV4,Q180079
33,883,Samsung,SRD-LINE,PTA412,V100037
34,884,Samsung,SRD-LINE,PTA415,G350446
35,885,Samsung,SRD-LINE,PTA421,Z260355
36,886,Samsung,SRD-LINE,PTA424,Z270591
37,887,Samsung,SRD-LINE,PTD401,Z120037
38,888,Samsung,SRD-LINE,PTE413,N100436
39,889,Samsung,SRD-LINE,PTE417,Z120038
40,890,Samsung,SRD-LINE,PTE422,Z160386
41,891,Samsung,SRD-LINE,PTE425,Z280671
42,892,Samsung,SRD-LINE,PTE427,Z191038
43,893,Samsung,SRD-LINE,PTH404,E240760
44,894,Samsung,SRD-LINE,PTH414,V190012
45,895,Samsung,SRD-LINE,PTH420,V150825
46,896,Samsung,SRD-LINE,PTH428,V160820
47,897,Samsung,SRD-LINE,PTY426,Z180679
48,898,Samsung,SRD-LINE,TTG403,J151665
49,899,Samsung,U2-LINE,**,FWT0010
50,900,Samsung,U2-LINE,**,FWT0001
1,901,Samsung,U2-LINE,PTA501,G271118
2,902,Samsung,U2-LINE,PTA510,G260597
3,903,Samsung,U2-LINE,PTA513,G201481
4,904,Samsung,U2-LINE,PTA514,G371242
5,905,Samsung,U2-LINE,PTA519,G271020
6,906,Samsung,U2-LINE,PTA528,G371104
7,907,Samsung,U2-LINE,PTE584,E250989
8,908,Samsung,U2-LINE,PTE586,E240782
9,909,Samsung,U2-LINE,PTE588,E250941
10,910,Samsung,U2-LINE,PTE589,E181199
11,911,Samsung,U2-LINE,PTH506,G240079
12,912,Samsung,U2-LINE,PTH507,G250247
13,913,Samsung,U2-LINE,PTH508,G250246
14,914,Samsung,U2-LINE,PTH509,G240104
15,915,Samsung,U2-LINE,PTH517,G270968
16,916,Samsung,U2-LINE,PTH523,N100448
17,917,Samsung,U2-LINE,PTP544,E171162
18,918,Samsung,U2-LINE,PTP546,E140753
19,919,Samsung,U2-LINE,PTP550,E101460
20,920,Samsung,U2-LINE,PTV502,V100035
21,921,Samsung,U2-LINE,PTV515,N190331
22,922,Samsung,U2-LINE,PTV516,N190317
23,923,Samsung,U2-LINE,PTV521,N180269
24,924,Samsung,U2-LINE,PTV524,V100088
25,925,Samsung,U2-LINE,PTV590,V100081
26,926,Samsung,U2-LINE,PTV591,V100070
27,927,Samsung,U2-LINE,PTV592,N180263
28,928,Samsung,U2-LINE,PTV593,Z140146
29,929,Samsung,U2-LINE,PTV594,Z130072
30,930,Samsung,UNKNOWN,**,7201309
31,931,Samsung,UNKNOWN,**,9201157
32,932,Samsung,UNKNOWN,**,715403
33,933,Samsung,UNKNOWN,**,9290565
34,934,Samsung,UNKNOWN,**,726846
35,935,Samsung,UNKNOWN,**,7201308
36,936,Samsung,UNKNOWN,**,716852
37,937,Samsung,UNKNOWN,**,8112137
38,938,Samsung,UNKNOWN,**,V110282
39,939,Samsung,UNKNOWN,**,8161080
40,940,Samsung,UNKNOWN,**,714274
41,941,Samsung,UNKNOWN,**,715374
42,942,Samsung,UNKNOWN,**,7101295
43,943,Samsung,UNKNOWN,**,715371
44,944,Samsung,UNKNOWN,FP0102,9290902
45,945,Samsung,UNKNOWN,FP0103,9270063
46,946,Samsung,UNKNOWN,FP0108,9290841
47,947,Samsung,UNKNOWN,FP0109,9290901
48,948,Samsung,UNKNOWN,FP0110,9232700
49,949,Samsung,UNKNOWN,FP0114,9232692
50,950,Samsung,UNKNOWN,FP0115,9232693
1,951,Samsung,UNKNOWN,FP0116,9242978
2,952,Samsung,UNKNOWN,FP0117,9290695
3,953,Samsung,UNKNOWN,FP0119,9242979
4,954,Samsung,UNKNOWN,FP0121,9201158
5,955,Samsung,UNKNOWN,FP0122,9222644
6,956,Samsung,UNKNOWN,FP0123,9201785
7,957,Samsung,UNKNOWN,FP0126,9212006
8,958,Samsung,UNKNOWN,FP0140,713055
9,959,Samsung,UNKNOWN,FP0141,713052
10,960,Samsung,UNKNOWN,FP0142,713129
11,961,Samsung,UNKNOWN,FP0145,714352
12,962,Samsung,UNKNOWN,FP0167,9201672
13,963,Samsung,UNKNOWN,FP0405,9101115
14,964,Samsung,UNKNOWN,FP0406,9290632
15,965,Samsung,UNKNOWN,FP0412,9201286
16,966,Samsung,UNKNOWN,FP0416,9232786
17,967,Samsung,UNKNOWN,FP0601,9190464
18,968,Samsung,UNKNOWN,FP0603D,712009
19,969,Samsung,UNKNOWN,FP0609,713056
20,970,Samsung,UNKNOWN,FPD404,8102027
21,971,Samsung,UNKNOWN,PIS#026,9201813
22,972,Samsung,UNKNOWN,PMC#001,7101265
23,973,Samsung,UNKNOWN,PMC#002,7101261
24,974,Samsung,UNKNOWN,PMC#003,7111339
25,975,Samsung,UNKNOWN,PMC#004,726845
26,976,Samsung,UNKNOWN,PMD#001,7201266
27,977,Samsung,UNKNOWN,PMD#002,7201262
28,978,Samsung,UNKNOWN,PMD#003,7211340
29,979,Samsung,UNKNOWN,PSD#005,8102025
30,980,Samsung,UNKNOWN,PSD#006,8102026
31,981,Samsung,UNKNOWN,PSD#007,8102024
32,982,Samsung,UNKNOWN,PSD#010,8102028
33,983,Samsung,UNKNOWN,PSD#011,8102077
34,984,Samsung,UNKNOWN,PSD#012,8112098
35,985,Samsung,UNKNOWN,PSD#013,8112099
36,986,Samsung,UNKNOWN,PTVJL29,G371107
37,987,Samsung,UNKNOWN,PWOC40,E240730
38,988,Samsung,V1-LINE,PCTUE01,Z291117
39,989,Samsung,V1-LINE,PCTUE02,Z291167
40,990,Samsung,V1-LINE,PCTUE03,Z201205
41,991,Samsung,V1-LINE,PCTUE04,Z201238
42,992,Samsung,V1-LINE,PCTUE05,Z201260
43,993,Samsung,V1-LINE,PCTUE06,Z211584
44,994,Samsung,V1-LINE,PCTUE07,Z211671
45,995,Samsung,V1-LINE,PCTUE08,Z211594
46,996,Samsung,V2-LINE,PTGV861,N140702
47,997,Samsung,V2-LINE,PTGV862,N150739
48,998,Samsung,V2-LINE,PTXV801,Z201206
49,999,Samsung,V2-LINE,PTXV802,Z201336
50,1000,Samsung,V2-LINE,PTXV803,Z201234
1,1001,Samsung,V2-LINE,PTXV804,Z201337
2,1002,Samsung,V2-LINE,PTXV805,Z201499
3,1003,Samsung,V2-LINE,PTXV806,Z201522
4,1004,Samsung,V2-LINE,PTXV807,Z211585
5,1005,Samsung,V2-LINE,PTXV808,Z211670
6,1006,Samsung,V2-LINE,PTXV809,Z211681
7,1007,Samsung,V2-LINE,PTXV810,Z211699
8,1008,Samsung,V2-LINE,PTXV811,Z211745
9,1009,Samsung,V2-LINE,PTXV812,Z211732
10,1010,Samsung,WP-LINE,PTE237,E101484
11,1011,Samsung,WP-LINE,PTE239,E101492
12,1012,Samsung,WP-LINE,PTE243,E261076
13,1013,Samsung,WP-LINE,PTE244,E200091
14,1014,Samsung,WP-LINE,PTE245,E181823
15,1015,Samsung,WP-LINE,PTP208,E101481
16,1016,Samsung,WP-LINE,PTP209,E141639
17,1017,Samsung,WP-LINE,PTP214,E101482
18,1018,Samsung,WP-LINE,PTP215,E151671
19,1019,Samsung,WP-LINE,PTP216,E151672
20,1020,Samsung,WP-LINE,PTP217,E151673
21,1021,Samsung,WP-LINE,PTP218,E171766
22,1022,Samsung,WP-LINE,PTP219,E281822
