,Num,Customer,FAB,EQPID,S/N
28,78,Samsung,13-LINE,PSPE38,G250252
29,79,Samsung,13-LINE,PSPE40,G260832
30,80,Samsung,13-LINE,PSPE41,G270907
31,81,Samsung,13-LINE,PSPE42,Z140218
32,82,Samsung,13-LINE,PSPE43,N180268
33,83,Samsung,13-LINE,PSPE44,N100389
34,84,Samsung,13-LINE,PSPE45,Z150346
35,85,Samsung,13-LINE,PSPE47,G270904
36,86,Samsung,13-LINE,PSPE48,N180114
37,87,Samsung,13-LINE,PSPE50,G270967
38,88,Samsung,13-LINE,PSPE51,G270971
39,89,Samsung,13-LINE,PSPE71,N150728
40,90,Samsung,13-LINE,PSPE75,N140717
41,91,Samsung,13-LINE,TTZE01,J151667
42,92,Samsung,15-LINE(3F),PTAGA4,V100050
43,93,Samsung,15-LINE(3F),PTHGK2,V130530
44,94,Samsung,15-LINE(3F),PTHGK4,N110471
45,95,Samsung,15-LINE(3F),PTHGK7,V170982
46,96,Samsung,15-LINE(3F),PTHGK8,V171114
47,97,Samsung,15-LINE(3F),PTHGK9,Z170635
48,98,Samsung,15-LINE(3F),PTMGK5,G271119
49,99,Samsung,15-LINE(3F),PTVGX3,Z250274
50,100,Samsung,15-LINE(3F),PTVGX5,Z160497
1,101,Samsung,15-LINE(3F),PTVGX6,Z170601
2,102,Samsung,15-LINE(3F),PTVGX7,Z111530
3,103,Samsung,15-LINE(3F),PTYGH5,N120625
4,104,Samsung,15-LINE(3F),PTYGH7,N150742
5,105,Samsung,15-LINE(3F),PTYGH8,N150747
6,106,Samsung,15-LINE(3F),PTYGH9,N150748
7,107,Samsung,15-LINE(8F),**,FWT0002
8,108,Samsung,15-LINE(8F),**,FWT0009
9,109,Samsung,15-LINE(8F),PTAG08,G271071
10,110,Samsung,15-LINE(8F),PTAG09,G271100
11,111,Samsung,15-LINE(8F),PTAG10,G270970
12,112,Samsung,15-LINE(8F),PTAG11,G271070
13,113,Samsung,15-LINE(8F),PTAG12,V171095
14,114,Samsung,15-LINE(8F),PTHG16,G260672
15,115,Samsung,15-LINE(8F),PTHG17,G260674
16,116,Samsung,15-LINE(8F),PTHG21,G260833
17,117,Samsung,15-LINE(8F),PTHG22,G270906
18,118,Samsung,15-LINE(8F),PTHG26,N180116
19,119,Samsung,15-LINE(8F),PTHG33,G270965
20,120,Samsung,15-LINE(8F),PTHG35,G271072
21,121,Samsung,15-LINE(8F),PTHG36,N170083
22,122,Samsung,15-LINE(8F),PTHG37,N180120
23,123,Samsung,15-LINE(8F),PTHG40,G270924
24,124,Samsung,15-LINE(8F),PTHG41,G270925
25,125,Samsung,15-LINE(8F),PTHG42,N180198
26,126,Samsung,15-LINE(8F),PTHG45,N100382
27,127,Samsung,15-LINE(8F),PTHG46,V150748
28,128,Samsung,15-LINE(8F),PTHG48,V160966
29,129,Samsung,15-LINE(8F),PTHG50,V181075
30,130,Samsung,15-LINE(8F),PTHG51,V181229
31,131,Samsung,15-LINE(8F),PTMG15,V160819
32,132,Samsung,15-LINE(8F),PTMG18,G260673
33,133,Samsung,15-LINE(8F),PTMG23,G271101
34,134,Samsung,15-LINE(8F),PTMG24,G281322
35,135,Samsung,15-LINE(8F),PTMG29,N100401
36,136,Samsung,15-LINE(8F),PTMG30,N100402
37,137,Samsung,15-LINE(8F),PTMG32,G270923
38,138,Samsung,15-LINE(8F),PTMG34,G271052
39,139,Samsung,15-LINE(8F),PTVG58,N180176
40,140,Samsung,15-LINE(8F),PTVG59,N180177
41,141,Samsung,15-LINE(8F),PTVG64,N180266
42,142,Samsung,15-LINE(8F),PTVG72,Z130087
43,143,Samsung,15-LINE(8F),PTVG74,Z150236
44,144,Samsung,15-LINE(8F),PTVG76,Z250254
45,145,Samsung,15-LINE(8F),PTVG77,Z150310
46,146,Samsung,15-LINE(8F),PTVG79,Z101409
47,147,Samsung,15-LINE(8F),PTYG17,N130684
48,148,Samsung,15-LINE(8F),PTYG23,Z170640
49,149,Samsung,15-LINE(8F),PTYG24,Z180641
50,150,Samsung,15-LINE(8F),PTYG27,Z180750
1,151,Samsung,15-LINE(B),**,FWT0007
2,152,Samsung,15-LINE(B),PTAGQ21,G201479
3,153,Samsung,15-LINE(B),PTHGQ31,V130528
4,154,Samsung,15-LINE(B),PTHGQ32,V130532
5,155,Samsung,15-LINE(B),PTHGQ33,V130561
6,156,Samsung,15-LINE(B),PTHGQ34,V130566
7,157,Samsung,15-LINE(B),PTHGQ35,V140571
8,158,Samsung,15-LINE(B),PTHGQ37,V140576
9,159,Samsung,15-LINE(B),PTHGQ38,V140632
10,160,Samsung,15-LINE(B),PTHGQ41,V140608
11,161,Samsung,15-LINE(B),PTVGQ01,Z280667
12,162,Samsung,15-LINE(B),PTVGQ02,Z230119
13,163,Samsung,15-LINE(B),PTVGQ03,Z270501
14,164,Samsung,15-LINE(B),PTVGQ04,Z230124
15,165,Samsung,15-LINE(B),PTVGQ08,Z240147
16,166,Samsung,15-LINE(B),PTVGQ09,Z240162
17,167,Samsung,15-LINE(B),PTVGQ11,Z240153
18,168,Samsung,15-LINE(B),PTVGQ12,Z240155
19,169,Samsung,15-LINE(B),PTVGQ13,Z240191
20,170,Samsung,15-LINE(B),PTVGQ14,Z270500
21,171,Samsung,15-LINE(B),PTVGQ15,Z270530
22,172,Samsung,15-LINE(B),PTVGQ16,Z270630
23,173,Samsung,15-LINE(B),PTVGQ17,Z201250
24,174,Samsung,15-LINE(B),PTYGQ59,N140699
25,175,Samsung,15-LINE(B),PTYGQ60,N150721
26,176,Samsung,15-LINE(B),PTYGQ61,N170790
27,177,Samsung,16-2-LINE,PETPB03,E211901
28,178,Samsung,16-2-LINE,PSTAB01,Z101362
29,179,Samsung,16-2-LINE,PSTAB02,Z101127
30,180,Samsung,16-2-LINE,PTAHJ20,G271277
31,181,Samsung,16-2-LINE,PTAHJ22,G260671
32,182,Samsung,16-2-LINE,PTAHJ23,G260834
33,183,Samsung,16-2-LINE,PTEHJD2,E271764
34,184,Samsung,16-2-LINE,PTHHJ03,V160929
35,185,Samsung,16-2-LINE,PTHHJ06,V100041
36,186,Samsung,16-2-LINE,PTHHJ07,G260625
37,187,Samsung,16-2-LINE,PTPHJC2,E101483
38,188,Samsung,16-2-LINE,PTVHJ30,V110260
39,189,Samsung,16-2-LINE,PTVHJ32,Z170508
40,190,Samsung,16-2-LINE,PTVHJ35,V120343
41,191,Samsung,16-2-LINE,PTVHJ37,Z230033
42,192,Samsung,16-LINE(4F),**,FWT0008
43,193,Samsung,16-LINE(4F),**,FWT0004
44,194,Samsung,16-LINE(4F),PTAH29,G270908
45,195,Samsung,16-LINE(4F),PTAH30,N110579
46,196,Samsung,16-LINE(4F),PTAH36,V171115
47,197,Samsung,16-LINE(4F),PTAHU8,Z110008
48,198,Samsung,16-LINE(4F),PTEHD1,E211528
49,199,Samsung,16-LINE(4F),PTEHD2,E211548
50,200,Samsung,16-LINE(4F),PTEHD4,E221581
1,201,Samsung,16-LINE(4F),PTHH01,G260550
2,202,Samsung,16-LINE(4F),PTHH02,N110577
3,203,Samsung,16-LINE(4F),PTHH03,N110570
4,204,Samsung,16-LINE(4F),PTHH04,N110562
5,205,Samsung,16-LINE(4F),PTHH05,N110563
6,206,Samsung,16-LINE(4F),PTHH06,N110558
7,207,Samsung,16-LINE(4F),PTHH07,N110520
8,208,Samsung,16-LINE(4F),PTHH08,N110530
9,209,Samsung,16-LINE(4F),PTHH09,N110518
10,210,Samsung,16-LINE(4F),PTHH13,G271001
11,211,Samsung,16-LINE(4F),PTHH15,V150747
12,212,Samsung,16-LINE(4F),PTHH16,V181170
13,213,Samsung,16-LINE(4F),PTHHU5,V171109
14,214,Samsung,16-LINE(4F),PTHHV3,G271021
15,215,Samsung,16-LINE(4F),PTHHV6,N110571
16,216,Samsung,16-LINE(4F),PTHHV7,N110575
17,217,Samsung,16-LINE(4F),PTHHV8,G271019
18,218,Samsung,16-LINE(4F),PTHHV9,V150749
19,219,Samsung,16-LINE(4F),PTIHR3,G281323
20,220,Samsung,16-LINE(4F),PTMH12,G250467
21,221,Samsung,16-LINE(4F),PTMH18,G260656
22,222,Samsung,16-LINE(4F),PTPHC1,E111521
23,223,Samsung,16-LINE(4F),PTPHC2,E111547
24,224,Samsung,16-LINE(4F),PTPHC4,E171192
25,225,Samsung,16-LINE(4F),PTVH31,N120583
26,226,Samsung,16-LINE(4F),PTVH32,Z101293
27,227,Samsung,16-LINE(4F),PTVH34,Z180670
28,228,Samsung,16-LINE(4F),PTVH35,N100410
29,229,Samsung,16-LINE(4F),PTVHU1,Z180684
30,230,Samsung,16-LINE(4F),PTVHU3,Z180706
31,231,Samsung,16-LINE(4F),PTVHU4,Z170629
32,232,Samsung,16-LINE(4F),PTVHU7,Z170533
33,233,Samsung,16-LINE(4F),PTVHV2,V100104
34,234,Samsung,16-LINE(4F),PTYHH6,N120594
35,235,Samsung,16-LINE(4F),PTYHS2,N180810
36,236,Samsung,16-LINE(4F),PTYHS5,N140706
37,237,Samsung,16-LINE(8F),PTAH58,G260587
38,238,Samsung,16-LINE(8F),PTHH51,N180137
39,239,Samsung,16-LINE(8F),PTHH52,N120598
40,240,Samsung,16-LINE(8F),PTHH53,G250357
41,241,Samsung,16-LINE(8F),PTHH55,N110578
42,242,Samsung,16-LINE(8F),PTHH56,V181169
43,243,Samsung,16-LINE(8F),PTHH61,G281326
44,244,Samsung,16-LINE(8F),PTHH67,N120595
45,245,Samsung,16-LINE(8F),PTIHR4,G281325
46,246,Samsung,16-LINE(8F),PTMH59,G260726
47,247,Samsung,16-LINE(8F),PTVH42,Z170518
48,248,Samsung,16-LINE(8F),PTVH43,Z120017
49,249,Samsung,16-LINE(8F),PTVH45,Z180644
50,250,Samsung,16-LINE(8F),PTVH46,Z170571
1,251,Samsung,16-LINE(8F),PTVH47,N180135
2,252,Samsung,16-LINE(8F),PTVH48,V130488
3,253,Samsung,16-LINE(8F),PTVH50,Z130045
4,254,Samsung,16-LINE(8F),PTVH54,Z170555
5,255,Samsung,16-LINE(8F),PTVH64,Z170550
6,256,Samsung,16-LINE(8F),PTVH65,Z180753
7,257,Samsung,16-LINE(8F),PTYHZ3,Z180669
8,258,Samsung,17-LINE(3F),PTAJL18,V110133
9,259,Samsung,17-LINE(3F),PTGJL91,N120607
10,260,Samsung,17-LINE(3F),PTGJL92,N150729
11,261,Samsung,17-LINE(3F),PTHJL01,V170839
12,262,Samsung,17-LINE(3F),PTHJL03,V181167
13,263,Samsung,17-LINE(3F),PTHJL14,V140651
14,264,Samsung,17-LINE(3F),PTHJL15,V170995
15,265,Samsung,17-LINE(3F),PTPJL04,E171763
16,266,Samsung,17-LINE(3F),PTPJL05,E141641
17,267,Samsung,17-LINE(3F),PTPJL06,E141652
18,268,Samsung,17-LINE(3F),PTPJL07,E271770
19,269,Samsung,17-LINE(3F),PTPJL08,E241653
20,270,Samsung,17-LINE(3F),PTPJL09,E241642
21,271,Samsung,17-LINE(3F),PTVJL02,Z180645
22,272,Samsung,17-LINE(3F),PTVJL17,Z240141
23,273,Samsung,17-LINE(3F),PTVJL19,Z230123
24,274,Samsung,17-LINE(3F),PTVJL22,V110210
25,275,Samsung,17-LINE(3F),PTVJL25,Z250250
26,276,Samsung,17-LINE(3F),PTVJL26,Z270549
27,277,Samsung,17-LINE(3F),PTVJL27,Z270502
28,278,Samsung,17-LINE(3F),PTVJL28,Z270529
29,279,Samsung,17-LINE(3F),PTVJL29,Z180838
30,280,Samsung,17-LINE(3F),PTVJL30,Z100837
31,281,Samsung,17-LINE(3F),PTYJL80,Z150338
32,282,Samsung,17-LINE(9F),**,FWT0014
33,283,Samsung,17-LINE(9F),**,FWT0015
34,284,Samsung,17-LINE(9F),PTAJF12,N140714
35,285,Samsung,17-LINE(9F),PTAJF13,N120603
36,286,Samsung,17-LINE(9F),PTAJF19,N140712
37,287,Samsung,17-LINE(9F),PTAJF24,V171035
38,288,Samsung,17-LINE(9F),PTHJF14,V140633
39,289,Samsung,17-LINE(9F),PTHJF15,V140681
40,290,Samsung,17-LINE(9F),PTHJF16,V140694
41,291,Samsung,17-LINE(9F),PTHJF17,V140697
42,292,Samsung,17-LINE(9F),PTHJF21,V140699
43,293,Samsung,17-LINE(9F),PTHJF22,V140714
44,294,Samsung,17-LINE(9F),PTHJF23,V140715
45,295,Samsung,17-LINE(9F),PTHJF25,V171079
46,296,Samsung,17-LINE(9F),PTHJF26,N180136
47,297,Samsung,17-LINE(9F),PTHJF29,V171005
48,298,Samsung,17-LINE(9F),PTHJF30,V110241
49,299,Samsung,17-LINE(9F),PTMJF33,G360696
50,300,Samsung,17-LINE(9F),PTVJF02,Z240202
1,301,Samsung,17-LINE(9F),PTVJF04,Z101270
2,302,Samsung,17-LINE(9F),PTVJF05,Z240215
3,303,Samsung,17-LINE(9F),PTVJF07,Z280730
4,304,Samsung,17-LINE(9F),PTVJF08,Z101385
5,305,Samsung,17-LINE(9F),PTVJF10,N140711
6,306,Samsung,17-LINE(9F),PTVJF11,N180267
7,307,Samsung,17-LINE(9F),PTXJF01,Z270612
8,308,Samsung,17-LINE(9F),PTXJF02,Z270532
9,309,Samsung,17-LINE(9F),PTXJF03,Z280828
10,310,Samsung,17-LINE(9F),PTXJF04,Z280864
11,311,Samsung,17-LINE(9F),PTXJF05,Z290952
12,312,Samsung,17-LINE(9F),PTXJF06,Z290963
13,313,Samsung,17-LINE(9F),PTXJF07,Z291019
14,314,Samsung,17-LINE(9F),PTYJF74,N150736
15,315,Samsung,17-LINE(9F),PTYJF75,N150735
16,316,Samsung,17-LINE(9F),PTYJF76,N150722
17,317,Samsung,17-LINE(9F),PTYJF77,N150733
18,318,Samsung,17-LINE(9F),PTYJF78,N150734
19,319,Samsung,17-LINE(9F),PTYJF79,N140713
20,320,Samsung,17-LINE(9F),PTYJF80,N140710
21,321,Samsung,17-LINE(9F),TTZJF01,J141658
22,322,Samsung,1-LINE,FZSB03,N150726
23,323,Samsung,1-LINE,FZSB04,N160755
24,324,Samsung,1-LINE,FZSB05,N170807
25,325,Samsung,1-LINE,FZSB06,N180816
26,326,Samsung,1-LINE,FZSB07,N190827
27,327,Samsung,1-LINE,FZSP07,N150756
28,328,Samsung,1-LINE,FZSP08,N150724
29,329,Samsung,1-LINE,FZSP10,N150725
30,330,Samsung,1-LINE,FZSP11,N150723
31,331,Samsung,1-LINE,FZSP12,N140700
32,332,Samsung,1-LINE,FZSP13,N160781
33,333,Samsung,1-LINE,FZSP14,N170791
34,334,Samsung,1-LINE,FZSP15,N170805
35,335,Samsung,1-LINE,FZSP16,N170806
36,336,Samsung,1-LINE,FZSP17,E250927
37,337,Samsung,1-LINE,FZSP21,Z180790
38,338,Samsung,1-LINE,FZSP22,Z191113
39,339,Samsung,1-LINE,FZSP23,N180815
40,340,Samsung,1-LINE,FZSP24,N180814
41,341,Samsung,1-LINE,FZSP25,N190828
42,342,Samsung,1-LINE,FZSP26,N190829
43,343,Samsung,1-LINE,FZSP27,N100840
44,344,Samsung,1-LINE,FZSP28,N100841
45,345,Samsung,1-LINE,FZSP32,Z101420
46,346,Samsung,4-LINE,**,615341
47,347,Samsung,4-LINE,**,614263
48,348,Samsung,4-LINE,**,511480
49,349,Samsung,4-LINE,**,511482
50,350,Samsung,4-LINE,**,614077
1,351,Samsung,4-LINE,**,614220
2,352,Samsung,4-LINE,**,511481
3,353,Samsung,4-LINE,86호기,714351
4,354,Samsung,4-LINE,87호기,715405
5,355,Samsung,5-LINE,FZSP20,E250928
6,356,Samsung,6-1-LINE,#104,9290564
7,357,Samsung,6-1-LINE,#106,9280247
8,358,Samsung,6-1-LINE,#108,9200968
9,359,Samsung,6-1-LINE,#601,9212160
10,360,Samsung,6-1-LINE,#604,9263234
11,361,Samsung,6-1-LINE,#607,9201617
12,362,Samsung,6-1-LINE,#608,9201112
13,363,Samsung,6-1-LINE,#609,9222583
14,364,Samsung,6-1-LINE,#612,9212054
15,365,Samsung,6-1-LINE,#613,9232781
16,366,Samsung,6-1-LINE,#615,9242789
17,367,Samsung,6-1-LINE,#616,9270062
18,368,Samsung,6-1-LINE,#620,9263270
19,369,Samsung,6-1-LINE,#624,9253084
20,370,Samsung,6-1-LINE,#629,9253085
21,371,Samsung,6-1-LINE,#634,9232675
22,372,Samsung,6-1-LINE,#636,9243041
23,373,Samsung,6-1-LINE,#645,9222431
24,374,Samsung,6-1-LINE,#655,9242805
25,375,Samsung,6-1-LINE,#656,9201618
26,376,Samsung,6-1-LINE,#657,9253074
27,377,Samsung,6-1-LINE,#660,9201619
28,378,Samsung,6-1-LINE,#661,9242808
29,379,Samsung,6-1-LINE,#662,9200965
30,380,Samsung,6-1-LINE,#664,9201815
31,381,Samsung,6-1-LINE,#665,9242806
32,382,Samsung,6-1-LINE,#666,9212226
33,383,Samsung,6-1-LINE,**,9232688
34,384,Samsung,6-1-LINE,**,9232717
35,385,Samsung,6-1-LINE,**,9283383
36,386,Samsung,6-1-LINE,**,9232703
37,387,Samsung,6-1-LINE,FP0419,9212026
38,388,Samsung,6-1-LINE,FP0420,9201111
39,389,Samsung,6-1-LINE,PAS048,9232664
40,390,Samsung,6-1-LINE,PAS049,9273285
41,391,Samsung,6-2-LINE,#701,9212058
42,392,Samsung,6-2-LINE,#703,9290608
43,393,Samsung,6-2-LINE,#704,9253068
44,394,Samsung,6-2-LINE,#705,9242800
45,395,Samsung,6-2-LINE,#706,9201150
46,396,Samsung,6-2-LINE,#713,9290504
47,397,Samsung,6-2-LINE,#714,9290561
48,398,Samsung,6-2-LINE,#715,9200969
49,399,Samsung,6-2-LINE,#716,9212007
50,400,Samsung,6-2-LINE,#717,9263233
1,401,Samsung,6-2-LINE,#720,9212027
2,402,Samsung,6-2-LINE,#722,9211931
3,403,Samsung,6-2-LINE,#724,9222582
4,404,Samsung,6-2-LINE,#725,9232674
5,405,Samsung,6-2-LINE,#727,9232655
6,406,Samsung,6-2-LINE,#728,9232716
7,407,Samsung,6-2-LINE,#730,9212000
8,408,Samsung,6-2-LINE,#732,9243044
9,409,Samsung,6-2-LINE,#733,9243045
10,410,Samsung,6-2-LINE,#737,9222383
11,411,Samsung,6-2-LINE,#739,9232783
12,412,Samsung,6-2-LINE,#741,9222385
13,413,Samsung,6-2-LINE,#742,G250507
14,414,Samsung,6-2-LINE,#743,9232702
15,415,Samsung,6-2-LINE,#745,9212197
16,416,Samsung,6-2-LINE,#747,G250256
17,417,Samsung,6-2-LINE,#749,9280248
18,418,Samsung,6-2-LINE,#750,9211936
19,419,Samsung,6-2-LINE,#751,9222425
20,420,Samsung,6-2-LINE,#752,G250277
21,421,Samsung,6-2-LINE,#754,G250312
22,422,Samsung,6-2-LINE,#755,9253067
23,423,Samsung,6-2-LINE,#756,9232661
24,424,Samsung,6-2-LINE,#757,9201474
25,425,Samsung,6-2-LINE,#758,9232782
26,426,Samsung,6-2-LINE,#759,9232663
27,427,Samsung,6-2-LINE,#760,9222648
28,428,Samsung,6-3-LINE,BPPC09,9193822
29,429,Samsung,6-3-LINE,PAS 001,9212355
30,430,Samsung,6-3-LINE,PAS 002,9253070
31,431,Samsung,6-3-LINE,PAS 003,9253069
32,432,Samsung,6-3-LINE,PAS 004,9232657
33,433,Samsung,6-3-LINE,PAS 006,G260626
34,434,Samsung,6-3-LINE,PAS 007,9242803
35,435,Samsung,6-3-LINE,PAS 010,9242787
36,436,Samsung,6-3-LINE,PAS 011,G260627
37,437,Samsung,6-3-LINE,PAS 012,9242804
38,438,Samsung,6-3-LINE,PAS 016,9232667
39,439,Samsung,6-3-LINE,PAS 017,G250271
40,440,Samsung,6-3-LINE,PAS 018,G250305
41,441,Samsung,6-3-LINE,PAS 025,9242790
42,442,Samsung,6-3-LINE,PAS 027,9242802
43,443,Samsung,6-3-LINE,PAS 029,9232726
44,444,Samsung,6-3-LINE,PAS 033,9212005
45,445,Samsung,6-3-LINE,PAS 038,9222430
46,446,Samsung,6-3-LINE,PAS 043,9232665
47,447,Samsung,6-3-LINE,PAS 045,G260694
48,448,Samsung,6-3-LINE,PAS 046,9232691
49,449,Samsung,6-3-LINE,PAS047,9232654
50,450,Samsung,6-3-LINE,PEC 014,9190465
1,451,Samsung,6-3-LINE,PSI 906,9253071
2,452,Samsung,6-3-LINE,PSPB,9242788
3,453,Samsung,6-3-LINE,PSPB 05,9232761
4,454,Samsung,6-3-LINE,PSPB 06,9232762
5,455,Samsung,6-LINE,#105,9201008
6,456,Samsung,6-LINE,#206,9101160
7,457,Samsung,6-LINE,#207,9101116
8,458,Samsung,6-LINE,#208,9101161
9,459,Samsung,6-LINE,#605,9290584
10,460,Samsung,6-LINE,#610,9201113
11,461,Samsung,6-LINE,#617,9253129
12,462,Samsung,6-LINE,#619,9212195
13,463,Samsung,6-LINE,#627,9222635
14,464,Samsung,6-LINE,#632,9253073
15,465,Samsung,6-LINE,#633,715569
16,466,Samsung,6-LINE,#637,715370
17,467,Samsung,6-LINE,#640,715389
18,468,Samsung,6-LINE,#643,715365
19,469,Samsung,6-LINE,#648,9232659
20,470,Samsung,6-LINE,#658,9201256
21,471,Samsung,6-LINE,#659,716700
22,472,Samsung,6-LINE,#663,9212196
23,473,Samsung,7-LINE,#109,9201616
24,474,Samsung,7-LINE,#718,9232704
25,475,Samsung,7-LINE,#729,9222649
26,476,Samsung,7-LINE,#731,9212056
27,477,Samsung,7-LINE,#734,9222384
28,478,Samsung,7-LINE,#744,9212198
29,479,Samsung,7-LINE,PSD 928,9290825
30,480,Samsung,8-LINE,PAS 008,9201673
31,481,Samsung,8-LINE,PAS 009,9290628
32,482,Samsung,8-LINE,PAS 026,9290503
33,483,Samsung,8-LINE,PAS 028,9290698
34,484,Samsung,8-LINE,PAS 031,9290840
35,485,Samsung,8-LINE,PAS 037,9212229
36,486,Samsung,8-LINE,PAS 041,9242980
37,487,Samsung,8-LINE,PAS 042,9232666
38,488,Samsung,8-LINE,PEC 003,9232660
39,489,Samsung,8-LINE,PEC 006,9273287
40,490,Samsung,8-LINE,PEC 010,9290627
41,491,Samsung,8-LINE,PEC 011,9273288
42,492,Samsung,8-LINE,PEC 012,9280249
43,493,Samsung,8-LINE,PEC 013,9273286
44,494,Samsung,8-LINE,PSPB 04,9290562
45,495,Samsung,8-LINE,PSPB 08,9232662
46,496,Samsung,8-LINE,PSPB 10,9212008
47,497,Samsung,8-LINE,PSPB 11,9290563
48,498,Samsung,통합E/F,**,7191240
49,499,Samsung,통합E/F,**,713053
50,500,Samsung,통합E/F,**,7191238
1,501,Samsung,통합E/F,**,7191242
2,502,Samsung,통합E/F,**,7191239
3,503,Samsung,통합E/F,BPEC 05,716850
4,504,Samsung,통합E/F,BPED 01,714280
5,505,Samsung,통합E/F,BPED 02,714279
6,506,Samsung,통합E/F,BPED 17,713054
7,507,Samsung,통합E/F,BPPC 01,7191235
8,508,Samsung,통합E/F,BPPC 02,7191246
9,509,Samsung,통합E/F,BPPC 03,7171134
10,510,Samsung,통합E/F,BPPC 04,716854
11,511,Samsung,통합E/F,BPPC 05,716855
12,512,Samsung,통합E/F,BPPC 07,715562
13,513,Samsung,통합E/F,BPPC 08,715563
14,514,Samsung,통합E/F,BPPC 09,716707
15,515,Samsung,통합E/F,BPPC 11,715408
16,516,Samsung,통합E/F,BPPC 12,715377
17,517,Samsung,통합E/F,BPPC 13,714281
18,518,Samsung,통합E/F,BPPC 14,716739
19,519,Samsung,통합E/F,BPPC 18,715402
20,520,Samsung,통합E/F,BPPC 19,714278
21,521,Samsung,통합E/F,BPPD 01,7291236
22,522,Samsung,통합E/F,BPPD 02,7291247
23,523,Samsung,통합E/F,BPPD 03,7271135
24,524,Samsung,통합E/F,BPPD 04,726857
25,525,Samsung,통합E/F,BPPD 05,726856
26,526,Samsung,통합E/F,BPPD 06,725564
27,527,Samsung,통합E/F,BPPD 07,724282
28,528,Samsung,통합E/F,BPPD 08,725378
29,529,Samsung,통합E/F,BPPD 09,725565
